id,message
4162,you are leading me into wrong.
663,i want to know everything that breaks about the dam breaking in california
3073,compose an email to parisa
2043,erase my whole calendar
1731,lower my music player volume by fifty percent of its current level
5089,hi olly change the color of lights in my room to red
445,start my robot vacuum cleaner by ten to eleven am daily
6232,save my opinion on adele's song
2130,set a meeting with hongbin
683,audio
3519,can you check and confirm my last command please.
5261,please turn off the lights in this room
10015,will i need a raincoat when i go to glasgow on sunday
7577,how much is five dollars worth in euros
8067,can you do nine plus two
3992,tell me a joke about a man
8118,what did the s n. p close out at
768,what is the most current exchange rate in china
2727,what did the clinic say about my exams
6167,get rid of item on the list
6455,what's the name of the piece you are playing
10436,my day was great
8498,where is a great pub
10036,let me know the alarm time
9481,i need a taxi in thirty minutes
4027,are you aware this joke
5423,turn on the lamp
5529,spread some lights
195,are there any new emails from name
3767,don't mind.
3532,please check and confirm detail.
5381,switch off the light on the left
2803,did i get an email from sarah
3444,"olly that's enough, cancel."
3687,anything is ok to me.
10645,add bruno mars to my favorites
4074,this was not what i am searching for.
8822,what friends were in popular places the last day
3277,yes that's amazing.
8977,order chinese for delivery
9257,does that restaurant allow call in orders
2536,time in chicago
3868,your words was not so clear.
3101,please start an email for my sister
10723,how about a game of snakes and ladders
5534,can you raise the lights for me please
10731,would you like to play never have i ever
8355,are there any events coming up
9210,does brick grill deliver
4834,at one pm today start the robot vacuum cleaner
277,i like you cancel.
10439,today was a hard day
5716,can you create a new list
6725,start reading fifty shades of grey from chapter four
603,i don't have enough money to buy the nintendo switch right now can you please remove it on my amazon wishlist
8576,what's a good movie that's out right now
6748,resume the playback of zanes se chronicles
6252,i love hip hop
7053,let's hear some indie rock okay
1001,order me an uber ride please
3398,olly would you shut up please.
8968,order me a cheese burger from tommy's burgers
2174,set the event to recur on the first monday of the month
3697,anything is ok with me.
5831,make a list of camera photos
5712,add butter to the list
9121,restaurant delivery update
7473,play a pop station on the radio
2609,what time is it in england
10261,what is john's last name
8424,where is the nearest pub in the city
1464,call me at six am
7636,give me the definition of the word fondle
10179,please explain the rice recipe
7255,play that podcast i was listening to yesterday
4932,double cappuccino small please
4861,"i'll take my coffee, black"
8608,what's worth watching
10944,tweet long wait time and unprofessional employees
9834,what does the traffic look like on my usual route to work
6712,can you play my favorite audio book of king kong
4845,will you please get the coffee machine to make some coffee
1223,when is my alarm set for
4703,start roomba
3646,please could you confirm instruction.
7458,please play the radio
5542,turn the lights brighter
8367,are there any events going on in milan
7332,change channel to one hundred and three
1659,mute yourself until i say otherwise
1629,mute speakers please
2764,did linda connors reply to any of my emails this morning
8659,tweet my current location
3981,the joke of the day
4957,yo i need a coffee now
10672,please tell me the name of this song that is currently playing
1714,turn up volume of music
5136,change lights
4253,"awesome work, you've done well."
1072,i am gonna need an umbrella today after sunset
9135,does fongs have delivery
5536,turn up the lights
7660,describe a chart
6387,who is the artist of the song playing now
6378,what's the name of this song
9726,is the road in some particular area wide or narrow
4939,do a coffee for me please
10080,turn the music lower
3300,yes perfectly.
7266,start playing my most played podcast
4423,how about you
5888,what does the list contain
10656,favorite this music
5524,bring up lights
5669,activate the wemo plug socket
9201,current status of take out order
8301,what's happening here
1816,is there any events planned for the next three months
505,turn off the lights in the bathroom
10576,turn on the fan socket
8710,send this message to @microsoft on twitter
3376,please could you shut off.
3055,draft an email to kailey about work later
3765,do not mind to select any one.
2715,add this email address to my contacts and send an email to
5653,turn on the smart plug
1291,turn off the alarm for tomorrow morning
7349,can you turn msnbc on in the car
3940,i am not clear about your answers.
2928,please delete the contacts that i havent spoken to in three of months
6916,play candy crush
7563,what is the exchange rate of us dollar today for rupee
8546,which rom com movie can i watch in theatres around new york
3789,"i have no idea for which to choose, olly."
7948,how big is the grand canyon
10269,create an email that needs to go out to my family
9269,how long does it take to get the train from rome to paris
3572,i would like you check details please.
8371,show me upcoming events in the quad cities
6798,please continue reading audiobook
7402,i need you to start fm eight hundred and ninety radio channel
2191,remind me to meet joe for lunch tomorrow
3112,send email to david davis email address
2022,cancel all meetings for today
113,delete my meeting event for march nineteen at one pm
1844,do i have a meeting today
7189,can you backward an episode in the podcast
96,one thousand two hundred and thirty pm already you will have a meeting in ten mins
10217,add something@gmail dot com to my contacts
6137,get rid of bananas on the list
3633,could you please check and confirm last thing i said.
9815,give details about the current traffic
8331,to which event can i go in milan now
755,play one thousand and thirty seven fm
864,what's going on
406,do i need to spare washing my car today
10208,tell me the time
8406,near by grocery
10658,what music is playing right now
5352,turn off room lights
1838,whats going on in my calendar
1752,turn up speakers
2391,i want to cook italian dishes show me some
7701,define love without invoking the term love
9281,next train to dc
9899,is it going to rain in seattle today
10854,how old is carrie underwood
4439,how would you tackle the following problem brush your teeth
10203,what time is it in a city
5616,off all type of active devices
3235,yeah wonderful.
191,save the email to my contact
8845,is there anything important happening on social media
2553,what day today
9720,how is the traffic now
4603,say it one more time please.
7135,play hurt by johnny cash next
374,i think you don't get answer right.
5258,office lights off
10334,check and confirm what i said please.
7457,switch on the radio and play hello fm station
5521,please turn the lights up to eight
1765,more volume please
9459,book a taxi at my home address for right now
2054,what do i have to do today
4380,"that was useful,."
8173,tell me which mutual funds have maximum yearly returns
2684,save to contacts
5807,please find all name start with alphabetic of a and create a list
10615,which lists are present in the notes app
7796,who was the first president of united states
1562,off the speakers
7687,how would you describe a ball
3067,write an email about next week weather to my wife
8642,please tweet for me about the bad service rended by the taj restaurant
8479,tell me what is the nicest place to go
10696,what is happening in the world right now
5197,bring the lights down a bit
361,i didn't say it.
5406,will you please turn the lights off
3993,hey olly make me laugh with a good joke
1319,remove finlee's bedtime alarm
8231,what are amd stock prices
10110,made media volume louder
9468,check in a taxi for booking
8509,make a reservation for two at olive garden
6941,could you play poker with me
4221,sorry but you have messed up the command.
9152,tell me which catering packages are available
1307,remove my eight pm alarm and set it to seven pm
6447,who's playing the oboe on this piece
10350,any one will be good to me.
8046,what is four plus four
381,"you rock, thank you very much, olly."
1992,get rid of everything on my calendar
3497,olly please could you cancel.
9751,can i make back home without a traffic jam
3118,email co worker about work project
5912,list entry
185,can you tell me the date today
256,yeah perfect response to command.
1257,remove six am alarm of whole week for future
6263,i am forever hip hop
4492,hey today i was fired from my job
620,i really enjoy this song
9753,i would like to know the traffic condition
2385,can you prepare a cheese sandwich
6151,clear all from my iphone
1191,what time is my alarm set for
2282,cooking recipe
843,how is shell s stock doing today
8302,list local ongoing exhibitions
678,play from my last session of joes book
8844,who's birthdays are today on facebook
4552,can you try the last one spoken once again.
2117,remind me everyday at two pm for lunch
8510,show me some vegan restaurants close by
249,send reply to joe
3189,email chris add following content sorry i will be late today
5925,find list in my pda
1875,how many calories did i burn between three and five today
2435,convert time zone
3455,please can you cancel it.
10255,please open my contact list
9183,where can i order takeout
8818,tell me the exact count of followers on my twitter handle as of today
9102,call pizza hut and find out if my order is ready
4215,"no, you gave me incorrect information."
1593,silence for two hours
10182,what can i substitute butter with
3116,send mail to mom i am planning vacations with her next week
2594,what date is the third friday of this month
9403,directions to the target on i forty
11032,i need you to book a taxi for me
3409,olly talk to you later on.
7400,hey olly turn the radio on
971,hi there do you offer home delivery for orders
2545,what time is it in another city
2313,how long should i simmer rice for
8000,convert ten miles to kilometers
5874,open my list
3221,good response to the command.
10421,"thank you, olly."
325,wouldn't really mind for whatever.
7518,convert five s. d. to rials
1749,can you turn up the volume
7890,where is the statue of liberty located
3198,you have done that perfectly.
10972,hi there tell me latest updates of times of india page in facebook
681,resume animal farm
1681,turn up radio volume
5598,disable smart socket
7486,convert one euros to us dollars
1705,raise the volume to fifty
4414,dubai marriage
5097,make the lights a different color
2125,reminders
54,lower the volume to twenty
7869,how many species of bees are there in the united states
7689,could you please tell me the meaning for the item laptop
5338,can you please off the light
1437,wake me up at five thirty
2260,call sarah
3025,what is the home phone number for sarah
10512,set colour blue for all lights of my house
10595,i need to create a new to do list
4806,please activate my vacuum cleaner
4507,suggestions for future
4963,start the coffee maker
4622,retry it please.
11087,please confirm the weather for the thirteenth of this month
1033,book the the next train ticket to chennai
1217,review all alarms
5458,turn the chandelier all the way up
10282,yeah it's confirmed.
10755,can you play call me by aretha franklin after this song is finished playing
954,i would like to pickup a veggie sub with a cookie from subway
8850,what trending on twitter
10189,freezing
6974,play candy crush with me
4285,"that is cool, musch appreciated."
10554,can the lights be turned up
1006,book a taxi
9136,how many minutes do i need to wait to pick up my food from china on the go
2173,i have to go to a meting on friday at noon can you remind me
3964,once again explain your answer.
6646,what's the news in politics on cnn
10429,i need to keep two toddlers busy tell me what to do
5264,could you please turn off the overhead light in the kitchen
3821,explain it further please.
10549,turn off lights in bedroom
7860,where is steven spielberg living
417,please say one more time again.
5026,light settings
7836,when did beyonce and jay z get married
2387,what do i need to make lamb pathia
515,could you turn the light off
9001,i want to order some takeaway food
7659,give me the description of a smartphone circuit
3975,can you tell me a nice joke
4350,"it was nice one, thank you very much."
706,bring up papa pear saga
958,find me the nearest chinese for delivery
7768,tell me about rock
5432,and the darkness has fallen
1489,lower volume to half
4592,can you speak it again please.
5016,house change all lights to blue
981,where can i book a train ticket to oregon
10087,don't talk
4976,run coffee maker
8342,show todays events in ny
1056,do i have to bring umbrella for tonight party
4927,start the coffee machine at three
2069,delete from the calendar the next event
9394,show me today all train times of next two hours at jodhpur to jaisalmer
8740,post that i am going to woodland shoe store
6915,play my favorite game by name naughty dog
794,define economics
4731,activate robot cleaner in an hour
2561,what day does april sixteenth fall on
2960,how do i dial sarah
1413,set my alarm for six am tomorrow
4528,does mr t have a family
3641,would you confirm the last thing i said please.
2366,find the correct temperature for frying a whole turkey
2748,tell me about new emails
7020,turn on my michael jackson playlist
8593,what movies are playing tonight at nine pm at the amc nine
1290,please turn off my alarm for this evening
752,turn on the local radio
5784,please create a new list
1237,remove my earliest alarm for tomorrow
7385,play music now from radio plus
8915,check how many likes did i got on my most recent post
5825,add ashley to the wedding invite list
9892,what will be the temperature today for miami florida
8042,what is three plus four
945,can i order out
7151,play song aces high
1627,mute speakers
7730,what is this thing
6350,show me the name of the song playing right now
8661,fraud in weighing products
5890,what do i need to get done today
4515,i watched the best movie please reserve me a copy when it releases
6939,please choose a game that you can play with me
7662,what is google
549,toggle wemo plug socket on
9686,can i get a train ticket to
1607,disable music player
3810,anything is okay for me.
4324,"musch appreciated, that's good."
3959,"s1, could you please clarify me about what you've just said once again."
3159,hey send email to john
2147,add a reminder to april fourth to go to the dentist
10202,new york time
5738,add this one also
10654,save my opinion about the current song playing
4907,start making a coffee
4702,please clean the floor
510,by main power off
7166,make my collection mostly pop with a good bit of psychedelia
8035,what is three hundred and four plus one
4264,thanks for reminding me.
6910,let's play space invaders together
385,"you are my star, thank you so much, olly."
156,search for your favorite meal
8390,whats around
618,add this song to favorites playlist
10638,delete from playlist my old english songs list
6248,save this song as my favorite
5362,turn light off
10605,do i have banana in my shopping list
4107,"wait, this is not the right command."
7338,tune in some radio
8457,what is the best shop restaurant around angel
166,it is ten am in eastern standard time what time it is now it pacific standard time
2416,how long should i cook chicken for
3690,don't care.
10119,where is my meeting at nine am
5046,change the lights of the house to a blue hue
10891,what is going on in south tampa today
8083,what is the highest microsoft stock price today
1053,what are the traffic conditions on the one hundred and one
10765,play favorited podcasts on fishing
8745,send a tweet to safeway about water in my gas
7131,select and play only christian rock from one thousand nine hundred and ninety upwards
10603,what lists are available
2369,how do i bake a potato
8203,turn on notification for all news on the stock market
6195,please save the remarks i have on this current song
9611,book for me a train ticket to washingdon dc
4946,prepare coffee
1800,today's schedule
5502,please brighten the lights
1355,set up an alarm clock at one pm
8545,nearest walmart location
9331,how long is the walk from nyack to valley cottage
3447,olly can you shut up.
6921,open subway surfers
7235,please play a podcast
6142,remove the list
3259,correcly.
8178,how much is apple stock worth
8848,has john replied to my facebook post
1439,set my alarm for six thirty in the morning tomorrow
2618,ten past seven
11037,book a cab in the evening for me
10962,what is currently trending on twitter
9362,when does the next train to work leave
8924,let me know what maria has put on her facebook over the weekend
1276,remove all alarm of sunday
8882,how many likes does my last instagram photo have
9110,where is an olive garden that does takeaway
9870,is there bad traffic on the highway right now
4681,could you repeat that.
4990,make me coffee now
7369,play the urban radio station
2065,please delete all meeting after seven am
2672,add this email to my contact
9877,tell me what was the temperature in our city at twelve pm
5931,what items did i plan to buy
3876,explain further on last sentence to me please.
7217,will you please play a podcast
8917,what are trending topics on twitter right now
528,can you turn up the lights
4140,"oops, i think you do not understand me."
376,"uh no, you did not understand what i am searching for."
5092,please change the light to green
6064,remove my to do list
8776,customer service complaint
2599,what is the current time in lagos nigeria
5973,do i have anything outstanding on any lists
9187,does fridays do takeaway
2365,what is the difference between bake and broil
730,play fishing podcasts that are favorited
3135,compose a mail for jack
9939,what's it like outside
8028,multiply one thousand by twelve
397,today i had a lunch with my longtime sweetheart play me a nice song to the mood
1968,cancel the breakfast at tiffany's house
3307,yes you've understood that right.
7575,tell me the exchange rate of rupee for dollar
4295,i appreciate answers.
2348,search for gluten free menus
3196,yeap excellent response to the command.
1363,set alarm for one hour from now
770,how much is dollars american worth in yen
4597,replay the last utterance said.
8442,give me the name of all the shops in my area
9701,fetch me two train tickets for the earliest train to paris
4106,i think this was not correct.
2885,what is email id of john
5330,please turn off only right side light
3989,i need a funny joke to tell sam
7396,start bbc radio
5983,check out my to do list
4081,thanks but this is not the right response.
8611,look up movies near me
2310,find a recipe that uses ground beef and zucchini
9895,how much snow has fallen in maine since yesterday
2197,i have a meeting tomorrow morning at ten please remind me
2284,recipe please
10674,tell me the singer of this track
477,make curser adjustable position
2791,do i have a new email from eric
5177,lower the brightness of the lights
10800,what is the exchange of euro to dollars
8669,complaint on service provider on my twitter
4369,thank you very much for that information.
9560,book me a train ticket in any train to bombay for tomorrow
2519,what day does my birthday fall on next year
3777,this is unimportant.
2208,remind me later
10937,tweet comcast and tell them that their service is down again
9710,please book the five pm train to rockville
8976,call peking garden
7968,what is three times seven
1942,make a list of all the halloween events going around in new york
1799,time time is the holiday party at the office
9399,what are departure arrival times for this train
7716,what is computer
11104,what degree is it outside
694,can we play twenty questions
2006,cancel meeting at three
7719,what does speaker mean
9573,book a train for twenty two march at twelve pm
1623,please mute the sound
2478,how much later is new york than la
304,i like you to check and confirm what i said please.
8287,any events this weekend in pondichery
3289,good response to command.
6307,current song rating three stars
1674,i'm in a meeting please do not speak
6544,give me the winning numbers to the powerball lottery
8299,events upcoming
3682,"any one will be okay with me, olly."
1818,where is the event today
9852,traffic report
4238,you've done it right thank you so much.
4252,"it's helpful, thank you very much."
8449,find a grocery store in town that carries creamed pickled herring
3107,email alice to let her know we are on the way
2410,show me pancakes
6511,please proceed to the next available rock song
835,can you add up thirteen plus five plus nine for me
10122,what is next in my calendar
6885,open chess app and begin game
143,it should spices
1341,set an alarm for two pm
8573,what do you suggest that i watch this weekend
5267,turn down the lights to medium
1277,do not wake me up tomorrow
1770,increase the volume a bit
3922,i didn't catch that.
2994,when was the last call i received from jordan
8305,list events nearby new york
5803,add the item to the list
9338,can i get the directions to the nearest bar
2783,please tell me how many emails i have
5123,can you change the light colors into dark in the house
10978,food order from grubhub
9900,will it get warmer here next week
8716,write this complaint to comcasts customer service twitter
5495,turn up the brightness
6285,make a note please i like modern alternative rock music
8315,what is going on around me
5121,select a different color for the lights
3576,could you please confirm the details.
4100,"uh no, you've done in wrong manner."
2583,give me the time in london
617,i like it
8008,what is zero divided by zero
3684,"this is unimportant to me, olly."
6432,when was this song first recorded
8796,please read my facebook feed
8045,what is eighty seven minus fourteen
1335,please set alarm for
6730,can you play my latest audio book
8352,please search for local events
7673,tell me what a freeway is
2777,what is my recent email activity
4519,too private
2004,remove the event from monday
1408,please set alarm for all days
10461,i want to hear what i've said again.
5830,add eggs to list
8886,how many likes does my status from yesterday have
10061,set an alarm for five am
2329,please find the recipe for meatballs
8466,hey olly tell me what shops i am near
7665,give me the definition of the word armor
7103,please play me a song from my favourite list
7272,play next on podcast
1883,let me know about upcoming events
10337,i want you to check what just said please.
2612,current date please
2907,what is this person's contact information
8404,i want to find some chinese food what is near me
6580,what happened last week
8568,what is a good iranian film from two thousand and sixteen
319,i do not really mind for whatever.
6923,i want to play poker with you
1508,decrease twenty percent
5761,grocery list add eggs
6290,mark this song as a favorite
2059,delete my meeting for tomorrow
9873,i will need a scarf in afternoon to overcome sunlight
7669,what is the definition of forensic
9691,buy a train ticket from lakeland florida to new york
5655,please turn on my door lock
10647,add my opinion to this song great
1541,lower the speakers
9662,book a first class ticket in the next train to miami
4402,famous person biographies
2242,remind me to go grocery shopping today
2655,add dr rosenstock as an email contact
4822,initiate to operate robot vacuum cleaner
6812,play the time machine by h g wells
5018,change the light color to red
3027,display address of john
2718,i would like you to add an email to my contacts
1595,mute for two hours
10589,reopen groceries and add milk
2087,reset all events in calendar
232,what is jill's home phone number
2865,do i have an email from person a
3007,please let me know the what raj's status update in facebook
10933,what movies are playing tonight
7039,google find and play florida georgia line the one with nelly
4569,please speak the last one said one more time.
4219,sorry but i think you got it wrongly.
10301,olly please could you shut down.
7866,how many countries are in the european union
769,if i have five dollars how many rupies is that
9660,open train ticket app
6746,can you put on the chuck palhunik audio book
8318,tell me all local events
2024,remove my calendar event at one pm today
2378,get recipe for apple pie
2575,i need to know what is the date today
3554,can you check and confirm details.
421,i need to hear what you've said again.
6019,remove this list from the others
5151,lower the lights in the bedroom
1919,what meetings do i have next thursday
1792,turn up sound
9264,what time does the train leave for chicago
3983,find me the best knock knock joke on the internet
2129,every wednesday night at five pm remind me to meet phil
5068,set the living room lights to red
4952,can you begin the brew
8462,i would like to know the best rating pubs in the local area
4647,please try your last sentence you said once again.
10851,what color is a dragon fruit
6989,give a hand to this game
8742,post a facebook status update
10159,remind me tomorrow at four about an event
10257,where does joe joe live
7488,how many pesos can i get for a dollar right now
10956,anything new on social media
6330,how do you feel after hearing justin bieber's new album
1167,what alarms are set in the house
5196,dim all interior lights
3458,olly can you please shut down.
4303,"it's excellent, appreciated."
3700,any one is okay to me.
7587,which currency is greater the us dollar or yen
8870,in every three hours give me my facebook update
5281,light off now
8194,list the latest apple stock prices
3647,would you please confirm details.
746,skip this one
4043,i wanna laugh can you make it happen
10342,"i don't mind for any one, olly."
6246,i really ska music
7356,play radio mirchi for me
622,what is in my favorites music folder
10351,anything is good to me.
1556,silently adjust
5184,turn down lights
396,"it's helpful, appreciated."
7107,song next please
6968,open up angry birds
6984,do you want to play
4371,ah it's amazing.
8147,what are the stock prices
4607,speak one more time please.
1423,wake me up at this time
7795,how many legs does a dog have
6907,want to play a game of trivia
10262,tell me the landline number
6144,delete my shopping list
9923,how does it feel outside
1346,set alarm for eight am
7026,play anything by cat stevens and i'll be happy
3852,i can not quite catch up with you.
2717,save my contacts
7953,how much money will i make for the week if i make dollars per hour and work twenty hours
4732,please turn on my robot vacuum cleaner
2442,when it's ten pm here what time is it in brisbane
6270,this is a good song put it on repeat
3813,would not mind for any one.
9096,hey order me some take out from jason's deli
5609,turn off the wemo socket in the kitchen
7297,open podcast player
1446,can you set my alarm for seven thirty am
10487,brew me a cup of coffee
925,who is doing facebook live right now
2537,may i know the time in london
526,increase brightness by twenty percent
1849,march one is susan's birthday right
3183,email my sister about mom's birthday jane we should think about arranging the party at the park
7126,play neil sedaka
20,turn off my first alarm
10653,my favourite music band is queen
5990,what is my list
3543,please check and confirm the command.
7862,tell me who the thirty second president is
5083,make the lighting bit more warm here
3508,will you check and confirm instruction.
7287,go to beginning of previous episode
6483,open music player settings
405,what is your country
1943,what is happening this weekend
3961,"s2, i was unclear about your response."
5672,please turn on my smart plug socket
2846,do i have any new emails from dan
9519,request a taxi from udrive service
5174,please lower the lights
3902,"s1, please explain me more on your answers."
744,can you please download my podcast file available in internet and play it once
6624,let me know if anything happens on that subject
10849,who is the better half of obama
4756,clean the carpets
3275,yeap strongly agreed.
5820,create a new list
7313,play a podcast about latest yoga videos
8829,check my facebook notification
6519,repeat all
10370,"s1, please elaborate me on your answer further."
13,what alarm time had you set
2882,check in contacts
5741,add eggs to my grocery list
4289,"that's cool,."
2652,save this email in contact
1886,what time do i have a doctors appointment on the twenty second
9217,remember i've ordered a cake for tonight's birthday party let me know the status please
4226,you have done the task wrong.
9161,does charley's steakhouse deliver
8591,kung fu panda three
642,what music service has some soul music i can listen to
8753,tweet the current temperature
7936,actually what is the life style of sahara desert
6761,resume the playback of a child called it
2842,do i have email from my friend rachel
5030,change the light color to black light
614,i like to be it
6808,play my book
9352,how often does the train arrive and depart from penn station
1120,are there any alarms set right now
6616,what's the latest news about us election
7225,please play james altucher's podcast
4662,would you tell me it one more time please.
10407,"dammit, i think incorrect response."
1807,what meetings do i have between eight ten today
7535,please give me detail of one yen equals dollar
8891,anything new on insta
8846,instagram
5683,enable my plug
9570,order a train ticket to boston
5601,switch off the smart plug socket now
11034,call a cab
9082,order two cheeseburgers from wings n. ale on university drive
5377,please turn off the light
4570,one more again please.
10780,lets hear wgrr one hundred and three point five
3820,don't get this.
9541,book an outstation cab for tomorrow
5081,change light colors
9450,need a taxi for my travel
476,could you change the lights colour to green please
4879,start a cup of coffee for me
4556,tell me once again.
3930,"s2, last sentence was not clear."
5718,add a item
2876,check emails from gary for last hour
2186,remind me about my biology test at fsu on friday
1148,read me my alarms
11006,when will my chinese food arrive
8762,put this on my facebook
5881,can you find my lists
10405,"shit, that isn't what i wanted."
9050,find and order rasgulla of janta sweet home pvt ltd
7962,what is the square root of thirty six
7040,play songs by adele
3412,olly will you shut down.
10139,please clear my calendar for tomorrow
2890,what is joe joe's home address
9149,can i get takeaway from arby's
3487,"that is all, just cancel it."
5037,can the lights be changed to green
5407,turn off lights
2639,what is today's current date
11075,what is the current traffic in washington town
10789,can you play beats one radio
1788,increase the volume of the left speaker by ten
8987,from wangs kitchen restaurant home delivery for a chicken manchow soup
8347,show me concerts in sacramento
10881,how much does bde cost
8707,send a complaint to my boss
5734,make a new list
3299,yeah you've got my instructions right.
10178,how do you pan sear a porterhouse steak
3384,"olly that is all, just cancel."
5573,turn off the socket
6492,change song
5090,turn living room lights red
1367,set an alarm for the dance classes two hours before the classes start
9797,how is traffic over the donner summit now
8991,start a takeaway order for me
1628,will you please mute my speakers
8997,can you order me some buffalo chicken pizza
5227,minimize the lights
3454,olly will you shut off.
2158,remind me after a month
7032,find songs from my big band playlist
10848,when was einstein's birthday
1105,do i have an alarm set for morning flight
10858,what is two hundred divided by thirteen
8731,tweet consumer service that i am very disappointed with my recent interaction
4831,turn the robot vacuum cleaner on
73,just increase the volume a little
8945,order me some chipotle
624,all i ever want to hear is rap
2642,show time in china
10362,"s1, could you rephrase further on what you have said to me please."
6130,delete the shopping list
11094,how me the highest weather this week
4468,what's next
2398,i want to cook pasta in american style show me how
4693,can you retry please.
4966,coffee make now
10521,minimize the light power
1779,change the speaker volume to sixty five percent
7280,play episode two of the intern
2557,show me what day the thirty first is on
6991,i want to play blackjack
2900,call dad
4194,"stop, i think that's not the correct command."
9971,whats the average temperature in mangalore for this week
9410,is there any train plying from pune to mumbai tonight
3848,again clarify me on your answers please.
3680,i don't really mind.
9477,i need a taxi to go home
2066,cancel future event from place i worked
8507,where do people shop for clothes here
10783,switch on the radio
3987,what's the funniest joke you know
9909,weather for the next week in new york
4191,that's not the correct answer.
10396,sorry but i think you have messed up with command.
5592,switch wemo plug socket off
6389,what song is playing right now
10630,please remove list
6835,resume harry potter book one
6906,start angry bird
1024,book me on a train leaving penn station tomorrow travelling to any city more than two hundred miles away
10236,how many emails today
3884,what did you mean by it.
3414,"that's all, just stop."
306,check and confirm my last question please.
8108,honda stock price
7509,what's the pound to dollar exchange rate
1900,is there any program for tomorrow evening
3130,send an email to my boss and attach the presentation file with it apologize for being late
9008,call and order pizza for delivery
4348,"it is useful, thank you so much."
5491,add light
8092,when does iphone stock usually drop
9738,how is the traffic at the moment
6547,what's going on at the capitol
6063,reset my locations list
7528,how many dollars are in a euro
82,make this a bit louder
659,what is the latest headline news from this newsource
2291,how do i cook rice
261,yeah you understood command correcly.
7309,go to the third episode of this podcast
8833,brief me about my news feed stories
7030,please play michael jackson album
5854,add to my groceries
5829,create a new list of my due bills
8240,show todays events in new york
9884,temperature this hour
2000,delete event for tuesday
538,turn off the rice cooker socket
9938,do i need a jacket today
5641,switch on the wemo plug
5337,can you turn off the living room lights
3503,"olly that is all, cancel."
7082,i'dl like to hear any classical except for bach or schubert
4274,"that is helpful, thanks."
7419,play rush limbaugh on ninety seven fm
246,email john smith
7398,play a news radio station
9017,place an order for a combo platter from china buffet
1289,change my alarm
2490,what is the time difference between california and michegan
1978,remove all events from my calendar
1145,how many alarms do i have set for morning hours between six and nine am
9702,transportation ticket booking train
1469,set an eight hundred am alarm for next tuesday
8394,find a shop that sells beer
1842,please tell me when's my financial meeting
7979,is the answer of five plus two seven
10762,please start the podcast
6620,what is happening in the world today
3526,can you check my last question.
9453,call a uber in thirty minutes
7923,find me the perfect girlfriend
2210,add a reminder for april twenty as my bro's birthday
2931,will you look up joe's contact information for me
3442,olly please would you just stop it.
1348,please set an alarm for tomorrows meeting at seven am
8208,i would like to receive updates about the stock market every day
8547,what movies are playing at theatres near me
6004,find the list
7592,check currencies
2225,please set a reminder for church services on sundays for eleven am
1500,you're too loud
28,please turn off the alarm
5015,adjust light when i get home
254,yeah wonderful response.
6728,resume audio
1543,lower your volume please
628,who is the song writer
1503,quieter
7503,how much is ten u. s. d. to cad
1887,what are the upcoming reminders
8248,events in city
9692,hello book train ticket from mumbai to sangli for tomorrow morning
9311,go to agha station
751,play the radio
10670,tell artist and title of this song
4317,"it's fantastic, musch appreciated."
6042,delete call newspaper from my vacation list
1140,tell me if my alarm is set for the morning
10914,where is a nearby park where i can go running
10470,take it in hand
4917,would you set the coffee maker running
8906,what are the latest photos on my instagram account
1188,did i set an alarm to have tablets in the noon
10709,resume war and peace
9369,directions to mcdo
2427,it is nine here what time is it in california
8393,where is the best pizza on sixth street
5767,i want to start a new list
2188,set a reminder for fifteen minutes to change laundry loads
7821,where is los angeles
4973,how do i set my coffee machine to make coffee
4297,"that's amazing job, musch appreciated."
1294,please remove my alarm
8726,send a tweet to kroger about spoiled milk
91,do i need to pick up the kids from anything today
3194,yeap you have done answer exactly.
4802,start vacuuming
6862,play this game with me
4084,"dammit, it isn't what i asked."
5963,the list contain what
1352,tell me when it is five pm
7192,start podcasts on nfl
1077,report alarm settings
3897,"s2, i was not clear about that."
8798,what new posts are on my page
7844,how long was bryan cranston on breaking bad
7741,what is marketing
10834,what does it look like
3660,can you please confirm detail.
1528,cut down the volume
1333,update alarm
4769,start cleaning floors
4945,prepare a coffee
3754,"i wouldn't really bother, olly."
7293,go back to the last episode in this podcast
10324,please will you check and confirm my last instruction.
2038,please delete all my calendar events
5035,i would like the house lights to be pink
8310,what bands are playing in town this weekend
10725,play mindsweeper with me
9483,book an uber to pick me up now
3131,lindafancy55@gmail dot com
5403,turn lights in the room off
9330,what time does the train departs lagos
8161,how much is amazon stock
7428,let's have the radio on
567,please add item to list
7714,describe the statue of liberty
2843,how many emails do i have in the last fifteen minutes
7273,skip to the next episode of this podcast
3908,can you please further elaborate what you just said.
10259,find john smith from alabama
912,tweet that there was an insect in the chocolate packet
7572,what is the us dollar equivalent of one euro
5778,create a new list for school supplies
4477,i would like my to write original romantic messages for my wife
10120,do i have any appointments scheduled for march twenty four two thousand and seventeen
9758,what is the condition of traffic from work to home
2294,how long do i roast chicken breasts
6530,repeat song number ten from main list
696,my games to play in my phones
5944,tell me about the list
2001,clear my day on the twenty ninth
8982,what mexican restaurants are there nearby for takeout
2449,what is the time in india when the time in us is twelve pm
9912,sunny in oslo
887,where is the best place to buy party supplies in town
8750,tweet consumer service that the goods are of low quality
572,open google keep
5443,i need more light
1187,can you tell me if i have any alarms set
6608,give me international news
3729,any one would be good to me.
5147,give me a new light color
