id,message,label
1121,are there any alarms,alarm_query
1444,wake me up at five am this week,alarm_set
9530,book me a cab,transport_taxi
6867,i need to play sims,play_game
6164,go to the list and remove item,lists_remove
10597,delete the old playlist and create new,lists_createoradd
4614,speak again please.,general_repeat
9812,how long untill i get home,transport_traffic
5427,and the light began,iot_hue_lighton
10475,start a vacuum cleaner,iot_cleaning
10288,yeap you have got my instructions exactly.,general_affirm
2730,did bert write me today,email_query
4547,reset.,general_repeat
6532,olly skip two songs,music_settings
1199,list current set alarms,alarm_query
2323,what is an alternative to flour,cooking_recipe
4398,what do you think i should have for breakfast,general_quirky
7839,look up the number of people living in miami florida,qa_factoid
9208,how long until my order is ready,takeaway_query
633,what is the name of the singer,music_query
8749,tweet real donald trump that angela merkel will not shake his hand anymore,social_post
9020,order me a large ham and olive pizza from dominos,takeaway_order
6139,remove list item,lists_remove
3936,i was not clear about your response.,general_explain
5195,please dim the lights in the bedrooms,iot_hue_lightdim
9887,is the sun gonna shine in devon this weekend,weather_query
2236,set a thanks giving event for friday,calendar_set
9028,order chinese from china spring wonton soup and a small beef and broccoli,takeaway_order
3878,can you please further explain me about that.,general_explain
9527,send an uber to me right now,transport_taxi
8217,tell me which stocks were the biggest gainers in stock market nasdaq today,qa_stock
8388,what's happening around me,recommendation_events
7252,please continue with the next podcast episode,play_podcasts
3278,yes great response to the command.,general_affirm
1789,can you turn it up a little,audio_volume_up
7676,where can i use this word,qa_definition
9275,what time does the first train depart from chicago,transport_query
10037,what are my alarms,alarm_query
2488,it's eight fifty five here what time is it in england,datetime_convert
9444,call me an uber to the movie theater,transport_taxi
6948,launch super mario,play_game
4916,need a hot coffee,iot_coffee
1490,could you please lower your volume,audio_volume_down
9591,book train best deal,transport_ticket
10786,play power one oh two point three,play_radio
9449,set up uber,transport_taxi
8362,can you recommend some dog's how events going on in our city,recommendation_events
7530,show conversion rate of u. s. d. and euro,qa_currency
6596,what's the latest on the travel ban,news_query
4082,goddammit.,general_negate
4291,"you have done it right thanks, olly.",general_praise
4899,can you boil the kettle,iot_coffee
2975,is it anyone i knows birthday this month,email_querycontact
5126,make the lights blue please,iot_hue_lightchange
10300,yeah it's good.,general_affirm
443,remove dust with vacuum cleaner,iot_cleaning
10388,i want to hear a yo mama joke,general_joke
6661,what's happening in news express,news_query
6809,lets listen to hunt for read october,play_audiobook
757,load sirius and play a rock and roll show,play_radio
3129,respond to graham and let him know that i will be free tomorrow,email_sendemail
9942,check and see what will be the weather condition in new jersey at eight am tomorrow,weather_query
9595,book a train ticket from canada to las vegas,transport_ticket
8803,do i have any private messages on any social media,social_query
3473,olly can you please shut off.,general_commandstop
360,sorry but i think you've got that not right.,general_negate
2083,cancels lunch at the restaurant booked for march twenty five,calendar_remove
2762,please check my gmail for new mail,email_query
3715,"that is of no importance for me, olly.",general_dontcare
1342,set an alarm for five minutes from now,alarm_set
3061,send email to newmail@gmail dot com,email_sendemail
6098,i'm done with today's to do list,lists_remove
3176,answer email,email_sendemail
7922,what is elvis favorite ride,qa_factoid
5077,change the lights in the living room to green and red,iot_hue_lightchange
303,did you get what said correctly?,general_confirm
9632,bring me ticket of train to city leeds,transport_ticket
1023,book a train ticket to canada this evening,transport_ticket
1760,raise the volume to sixty,audio_volume_up
7827,what are the coordinates of everest,qa_factoid
1830,what is my next reminder,calendar_query
10272,send an email to dad about the weather for the week,email_sendemail
2299,how to make fried rice,cooking_recipe
6682,what is the headline from today's morning local news,news_query
5533,turn up the lights in here please,iot_hue_lightup
1987,remove today's meeting at evening,calendar_remove
1938,pawel prepare the meeting with john,calendar_query
4042,i need to hear a joke can you tell me one,general_joke
9041,order a twelve piece honey mustard wing combo with seasonimg altnon the fries and a sprite as the drink,takeaway_order
1600,turn off the sounds,audio_volume_mute
10536,please turn off all the lights in the house,iot_hue_lightoff
658,find me any news from so clean the last six hours,news_query
3916,"s2, do not get the last sentence.",general_explain
4924,make me some coffee from the coffee machine,iot_coffee
8087,stock exchange rates,qa_stock
1597,mute for fifteen minutes,audio_volume_mute
9068,yo order take out from jason's deli on sixth ave,takeaway_order
4788,can you turn on the vacuum,iot_cleaning
3471,please shut off.,general_commandstop
1653,please mute yourself,audio_volume_mute
7559,show me the exchange rate between czk and dollar,qa_currency
5943,what is included in the tour's list,lists_query
285,olly shut down please.,general_commandstop
1152,what alarms did i set,alarm_query
7970,what is fifty five minus two,qa_maths
229,please let me know where david is travelling,email_querycontact
4534,when will you do my laundry,general_quirky
6143,i don't need tesco item any more delete it,lists_remove
2289,boiled,cooking_recipe
3122,send email to nancy about tomorrow's work party details,email_sendemail
85,what is my schedule for tomorrow,calendar_query
2515,when is easter in the year two thousand and eighteen,datetime_query
3937,could you once again rephrase me about your answers.,general_explain
6265,send this song to my favorites,music_likeness
5686,turn on the light socket,iot_wemo_on
3355,olly will you stop it.,general_commandstop
1660,mute audio,audio_volume_mute
10852,do you know actor surya,qa_factoid
1070,what is the climate here today,weather_query
1862,do i have a doctors appointment today,calendar_query
241,send email to mom starting with the subject vacation,email_sendemail
5039,change the lights to my favorite color,iot_hue_lightchange
9042,is is taco o'clock yet,takeaway_order
7957,what is the square root of ninety seven,qa_maths
4633,would you try the last one spoken one more time again please.,general_repeat
2231,remind me to take out the trash,calendar_set
688,end pause on audio book history of rome,play_audiobook
3020,how do i contact charles,email_querycontact
1897,please check my coming up events,calendar_query
5060,make the bedroom lights light blue,iot_hue_lightchange
1521,speak quieter,audio_volume_down
2296,search for the best spagetti recipe,cooking_recipe
3065,hey reply a mail which i received,email_sendemail
2026,can you remove that on my calendar,calendar_remove
5903,list things on my list,lists_query
8238,inform about latest scheduled events near my location,recommendation_events
7251,back one episode,play_podcasts
3768,"would not mind to select any one, olly.",general_dontcare
5028,change the light to pink color,iot_hue_lightchange
1832,what meetings are available in march,calendar_query
3445,olly could you please shut off.,general_commandstop
4262,thanks for your answers.,general_praise
2856,show me the email of jack,email_query
10768,play podcast a,play_podcasts
8124,please check this companies stock,qa_stock
41,change my alarms to mountain time,alarm_set
5125,can you change the colour to red,iot_hue_lightchange
1882,hey please provide information about events by the end of the day,calendar_query
2822,find new email,email_query
458,prepare some cups of coffee for us,iot_coffee
10165,latest reminder about meeting,calendar_set
3859,"s2, i was unclear about your answers.",general_explain
68,pause for ten seconds,audio_volume_mute
4184,you don't understand it right.,general_negate
5631,switch off the smart socket,iot_wemo_off
1162,when is the next alarm,alarm_query
9180,status for the pizza delivery from pizza hut,takeaway_query
10746,will you put on the music,play_music
1260,please remove the alarm which i set for today morning,alarm_remove
7244,plays the podcast from the beginning,play_podcasts
701,play pong against me,play_game
7966,what is twenty four times twenty four,qa_maths
551,start new smart socket,iot_wemo_on
2853,open email for unread mails,email_query
10278,reply to the latest email,email_sendemail
3329,yeap you've gotten that correcly.,general_affirm
8835,please tell me latest video going viral on twitter for topic narendra modi,social_query
8039,what is two hundred divided by ten,qa_maths
6776,continue with my audiobook please,play_audiobook
4455,veganism,general_quirky
9676,book a train ticket to arrive in cambridge by eight thirty pm today,transport_ticket
4870,turn coffee maker on,iot_coffee
1907,who is scheduled for tomorrow's meeting,calendar_query
3144,mail macs@xorg,email_sendemail
5045,change the color of the lights in my house from white to yellow,iot_hue_lightchange
4771,please start the vacuum cleaner,iot_cleaning
10051,turn off eight am alarm,alarm_remove
8196,current stock price intel,qa_stock
8242,is there a sporting event tomorrow in chicago,recommendation_events
6025,remove soccer list from notes,lists_remove
531,brighten living room lights,iot_hue_lightup
6814,please resume this playback in audiobook,play_audiobook
7227,next one please,play_podcasts
8789,write a tweet of complaint about my tv to samsung,social_post
164,please change time zone to canada,datetime_convert
8017,what is nine time ten,qa_maths
7737,what does potato mean,qa_definition
10754,resume last playlist,play_music
3165,send a request to martin,email_sendemail
804,define rumplestiltskin,qa_definition
7156,play r and b,play_music
3466,olly i will talk to you later.,general_commandstop
7751,meaning of enthusiastic,qa_definition
9910,how's the weather like in beijing,weather_query
6251,this is a good tune please notate file accordingly,music_likeness
2692,make this email a new contact,email_addcontact
1047,just how bad is traffic on my commute,transport_traffic
6588,tell me about current status of sunderland vs liverpool match,news_query
7814,how high is pikes peak,qa_factoid
6104,please remove tricep pulldown from my workout list,lists_remove
4863,please make a coffee,iot_coffee
7661,define what's a goalkeeper,qa_definition
5735,could you create a new list for me,lists_createoradd
10591,put wash the car to my to do list,lists_createoradd
7774,what does a soccer ball look like,qa_definition
10045,check if default alarm is set,alarm_query
4738,can you start the vacuum,iot_cleaning
9867,in jaipur traffic level is high,transport_traffic
10806,how many dollars are in a pound,qa_currency
4862,make a pot of strong coffee,iot_coffee
5455,can you make the room brighter,iot_hue_lightup
9823,what's traffic likexchange on four hundred and forty one,transport_traffic
5506,can you brighten the lights for me,iot_hue_lightup
5635,turn off wemo,iot_wemo_off
5751,add toothpaste to my shopping list,lists_createoradd
8275,inform about best circus near me,recommendation_events
1158,are there any alarms set what are they,alarm_query
5787,create a playlist,lists_createoradd
7625,let me know about the exchange rate of rupee to dirham,qa_currency
7164,play my morning playlist,play_music
702,play solitaire,play_game
7693,what does obsessed mean,qa_definition
4830,please activate the vacuum cleaner,iot_cleaning
1533,please lower the volume,audio_volume_down
4970,please make me a cappuccino,iot_coffee
7786,tell me what a workhouse is,qa_definition
7674,what does apple of my eye mean,qa_definition
762,play alex jones in radio,play_radio
2194,set reminder for tennis game with peter on sunday at four pm,calendar_set
4006,share me a joke,general_joke
684,start from my last session of joes book,play_audiobook
7871,how old is barack obaba,qa_factoid
1430,create an alarm for six am,alarm_set
536,brighten the lights,iot_hue_lightup
5467,please raise the lights to max,iot_hue_lightup
1619,please do not speak,audio_volume_mute
90,do i have any openings on my schedule for tomorrow,calendar_query
6188,can you save this what a nice song for me,music_likeness
1286,turn off any morning alarms after friday,alarm_remove
2604,today is monday is it,datetime_query
7337,start my playlist on i heart radio,play_radio
9200,does that restaurant deliver,takeaway_query
8799,is everyone on my facebook list watching the game,social_query
881,i'm looking for a casual restaurant for a dinner date,recommendation_locations
5425,lights out,iot_hue_lighton
5717,i need oranges added to my grocery list,lists_createoradd
5311,please turn off the light of the bathroom,iot_hue_lightoff
5410,hey turn on disco lights in my apartment and let the party begin,iot_hue_lighton
6073,remove the guest list i created last week,lists_remove
2226,set meeting with joanna on saturday four pm,calendar_set
7070,i want to listen to soft rock,play_music
8285,what is happening in town tonight,recommendation_events
10391,that's not the right answer.,general_negate
4722,activate robot vacuum cleaner,iot_cleaning
10628,delete that item,lists_remove
2830,has any mail received with an attachment,email_query
2625,please show me today's date,datetime_query
2150,schedule a meeting with reeta today evening at five pm,calendar_set
6096,delete last item listed,lists_remove
9782,how long will it take me to get to the west side,transport_traffic
5765,new list,lists_createoradd
10909,please give me all shop names in a two mile radius,recommendation_locations
7557,how much is the euro worth versus us dollar,qa_currency
351,do you have a joke,general_joke
8627,can you tell me which movie is going on in the nearby multiplex,recommendation_movies
9404,train times to glasgow,transport_query
5497,brighten the lights in the hallway,iot_hue_lightup
9398,i would like to know the route the train will go to get to miami,transport_query
1990,remove calendar events for this week,calendar_remove
11021,how far is the distance to rccg ikoyi lagos from here by train,transport_query
5858,i finished my to do list,lists_query
8521,display nearby places,recommendation_locations
6306,i like songs from,music_likeness
7453,play the jazz station,play_radio
4645,could you speak the last utterance said once more.,general_repeat
10023,tell me the current weather for danville il,weather_query
174,what is the time difference between here and dakar,datetime_query
3571,would you check and confirm the details please.,general_confirm
6538,repeat the music,music_settings
5693,enable wemo,iot_wemo_on
5179,lower the lighting,iot_hue_lightdim
4374,"thank you for your response, olly.",general_praise
5676,start the oven,iot_wemo_on
2813,are there any recent emails from rohit,email_query
3082,compose this email to this new email address,email_sendemail
4965,i need coffee,iot_coffee
4977,set coffee to brew at seven am,iot_coffee
9772,how long to get to work,transport_traffic
3188,i'd like to send a reply,email_sendemail
7686,what is the definition of a probiotic,qa_definition
1945,are there any events on my calendar for this week,calendar_query
6610,what are they saying about donald trump on this topic,news_query
10808,currency converter please,qa_currency
4676,could you tell me it once again please.,general_repeat
1327,turn off the alarm,alarm_remove
9184,does shibaru sushi deliver,takeaway_query
10625,remove any kind of list,lists_remove
1517,turn down volume twenty percent,audio_volume_down
6459,what playlist is on shuffle,music_query
3934,i did not quite catch that.,general_explain
10994,what's up with my order,takeaway_query
2127,let me know when my meetings are on monday,calendar_set
9824,is there heavy traffic on the i fifteen in las vegas right now,transport_traffic
7236,skip to next,play_podcasts
7314,favourite podcast,play_podcasts
2620,what is the current time in california,datetime_query
5088,can you please change the mood of the light,iot_hue_lightchange
1677,i want you to mute,audio_volume_mute
9958,what a sunny day,weather_query
2420,what temperature should a baked chicken be,cooking_recipe
2550,what day of the week is june twenty seventh on this year,datetime_query
3037,email james about the softball game james we need to get some refreshments before heading over,email_sendemail
7915,when is president's day,qa_factoid
10604,refresh my list and tell me whats on it,lists_query
7823,can turkeys fly,qa_factoid
9893,will there be snow tomorrow,weather_query
1096,what is the wake up time for my alarm i have set for the flight this weekend,alarm_query
3401,please would you cancel it.,general_commandstop
3713,"have no idea regarding to which to select, olly.",general_dontcare
3652,please check what said.,general_confirm
3213,yeah fantastic response to the command.,general_affirm
9490,book a cab to office for me,transport_taxi
7749,how would you describe the sun,qa_definition
2029,delete all details in event,calendar_remove
2687,please add smurfette@gmail dot com to my email contacts,email_addcontact
9505,find the nearest uber,transport_taxi
2451,it's eight at night in france what time is it in new york,datetime_convert
4267,thank you very much for listening.,general_praise
9534,i need a taxi to pick me up at the house and take me downtown,transport_taxi
7477,i want to listen to today's hits,play_radio
7643,can you describe to me what a pineapple looks like,qa_definition
6568,let me know when you hear about france,news_query
5400,turn the lights off to my room,iot_hue_lightoff
3104,send an email to jesse,email_sendemail
9131,when did i place my order and what was the projected time it would take,takeaway_query
7728,what is telekenesis,qa_definition
6340,who wrote the song i just wanna dance with you,music_query
3628,did you get the detail correctly?,general_confirm
4516,movies making money,general_quirky
10101,please turn the music volume up,audio_volume_up
1182,review the alarms i have,alarm_query
3740,would not know.,general_dontcare
8366,what's going on tonight in sacramento,recommendation_events
1201,show me the alarms i've set,alarm_query
3262,yes it's excellent.,general_affirm
8535,where is a good place to eat in seattle,recommendation_locations
4529,i have a deadline on tuesday,general_quirky
9584,i need the times for the south bound train on allison rd,transport_ticket
9706,i want a train ticket from los angeles to phoenix,transport_ticket
4319,"well done, musch appreciated.",general_praise
4574,could you try what you just said one more again.,general_repeat
10772,play the next show on podcast,play_podcasts
1700,please unmute the settings,audio_volume_up
8585,what is the latest action movie running in theaters,recommendation_movies
5478,hey olly turn up the lights a little,iot_hue_lightup
183,what day of the week does the next holiday fall on,datetime_query
5076,change lights to red,iot_hue_lightchange
3520,would you please check and confirm what i last said.,general_confirm
2285,are there any cooking classes nearby my area,cooking_recipe
6488,repeat the last song,music_settings
8714,send a snotty tweet to bbc,social_post
2746,what was the name of my last email,email_query
2669,open up contacts and add email something@gmail dot com,email_addcontact
1991,remove sample meeting from calendar app,calendar_remove
3932,clarify further on that to me please.,general_explain
2852,what are my newest emails,email_query
1647,don't speak for a while,audio_volume_mute
8777,send a tweet to esurance to say i hate you,social_post
962,where can i order pizza for delivery,takeaway_query
7618,how many dollars is twelve pesos,qa_currency
3030,is it joes birthday soon,email_querycontact
3136,i want the email to be sent to my new email address abc@gmail dot com,email_sendemail
9294,give me directions for the place,transport_query
7616,what is the exchange rate for the english pound and us dollar,qa_currency
10419,thank you.,general_praise
3889,would you again explain the last sentence to me please.,general_explain
1712,raise speaker volume,audio_volume_up
152,look for different recipes,cooking_recipe
457,prepare my morning coffee,iot_coffee
418,i would like to hear that information spoken again.,general_repeat
4892,go and make me a coffee,iot_coffee
527,increase the light in the room,iot_hue_lightup
7345,put the radio on,play_radio
1222,is my reminder alarm set for dance class,alarm_query
136,remind me about the meeting,calendar_set
6044,remove the second row from the list,lists_remove
5360,shut off the lights,iot_hue_lightoff
2587,what is the current central time,datetime_query
5069,make all the lights in the house orange,iot_hue_lightchange
2511,can you tell me the current time in dallas texas,datetime_query
1443,i need a six am wakeup call,alarm_set
4504,what is your age,general_quirky
328,would you clarify me on your answer further please.,general_explain
3792,"really don't mind, olly.",general_dontcare
5297,turn the lights off now,iot_hue_lightoff
3583,i like you check what i last said please.,general_confirm
3840,"s2, do not get your answer.",general_explain
4073,i think you messed up with my command.,general_negate
5392,please switch off the light,iot_hue_lightoff
582,please tell me what lists i have made,lists_query
9357,how much is a round trip train ticket to go to new york,transport_query
2473,the time difference between lagos and new york is what,datetime_convert
9645,book me a train ticket for saturday,transport_ticket
1209,would you please check to see if i've set my alarm for tomorrow morning,alarm_query
923,send a tweet to apple that their batteries drain too fast,social_post
5915,recite the schedules of the list,lists_query
8837,did renee just post to my facebook feed,social_query
6094,remove my list of notes from last week,lists_remove
7125,play music in library,play_music
6669,current news cnn,news_query
3316,yes you have done that exactly.,general_affirm
5,please tell me what alarms are on,alarm_query
535,increase,iot_hue_lightup
2376,what is the recipe for apple pie,cooking_recipe
7063,pull up my party playlist,play_music
10639,delete this item,lists_remove
163,which time zone are we in please change to current,datetime_convert
8398,what is a good lave to eat near me,recommendation_locations
7708,pontificate definition,qa_definition
7597,canadian us exchange rate,qa_currency
10574,please power down,iot_wemo_off
2859,what are the subject line and sender from today's email inbox,email_query
9497,book me a taxi to leith in half an hour,transport_taxi
9547,call a taxi for me to arrive tonight at five,transport_taxi
5843,create a list for the following,lists_createoradd
10921,where monet's exhibition takes place,recommendation_locations
3034,do i have any other contact phone number for alison,email_querycontact
6887,shall we play a game,play_game
2775,has john sent me any new emails,email_query
11029,what time does the last train arrive in dallas,transport_query
8864,trending social media,social_query
10016,how cold is it outside,weather_query
1638,shut up,audio_volume_mute
3192,yeap amazing response to the command.,general_affirm
4542,hey i met one of my old classmates today,general_quirky
5891,whats on my shopping list,lists_query
8397,what pubs are close to me,recommendation_locations
6653,how about the latest news,news_query
2608,what time is it on the east coast of the united states,datetime_query
4281,"it was good one, thank you very much.",general_praise
10410,"you are star, thank you so much.",general_praise
8112,whats the stock price of apple,qa_stock
6847,play the god of small things,play_audiobook
7564,what is the current exchange rate between the dollar and the euro,qa_currency
3040,inbox this mail,email_sendemail
5298,put the lights off now,iot_hue_lightoff
6217,this song was very good,music_likeness
1967,remove next meeting today in my calendar,calendar_remove
2184,remind me about calendar,calendar_set
11028,show me the path of nearest railway station,transport_query
2303,show me a spaghetti recipe,cooking_recipe
5509,more bright,iot_hue_lightup
615,add this channel to pandora,music_likeness
7617,how much is two thousand five hundred philippine pesos in dollars,qa_currency
9775,what is the traffic like right now,transport_traffic
3808,that does not matter for me.,general_dontcare
2255,thursday at three pm there is a teachers meeting i need to be reminded of,calendar_set
7035,i want to listen to rock,play_music
5059,brightness ninety percent,iot_hue_lightchange
1076,checkout today alarm of meeting,alarm_query
4750,is there anything i need to know before i activate the robot vacuum cleaner,iot_cleaning
8249,events in the local area,recommendation_events
2474,convert eastern time to western time,datetime_convert
5135,turn lights blue,iot_hue_lightchange
4521,what am i doing today,general_quirky
3206,yes good response to command.,general_affirm
7607,how many american dollars are in a euro,qa_currency
5005,switch lights to dim red,iot_hue_lightchange
3676,"it doesn't really matter, olly.",general_dontcare
3246,yes agree.,general_affirm
4893,i would like a cup of coffee,iot_coffee
1617,please mute my speaker,audio_volume_mute
1254,cancel my eight am alarm,alarm_remove
2999,do i have the contact of tara john,email_querycontact
10308,"that's all, stop.",general_commandstop
6443,bring me the title of current music,music_query
491,hi can you please turn lower the lights,iot_hue_lightdim
4085,are you sure that is correct.,general_negate
6138,delete out item,lists_remove
6629,is there any new news on trump,news_query
5796,please find all name start with alphabetic of g and create a list,lists_createoradd
11014,tell me the train ticket price of california to chicago,transport_query
4034,tell me some funny joke to laugh,general_joke
4404,how do i duct tape a gooseto apig,general_quirky
4487,could you manipulate roip for me,general_quirky
5085,change the lights in my home to orange,iot_hue_lightchange
9571,show me train tickets,transport_ticket
4131,"uh no, i think incorrect command.",general_negate
3312,yeap it's confirmed.,general_affirm
986,how far away is the nearest rest stop,transport_query
10321,can you please check and confirm what just said.,general_confirm
8534,please recommend a restaurant in seattle,recommendation_locations
3708,i have no idea regarding to which to select.,general_dontcare
886,give me some cafes near downtown fort lauderdale,recommendation_locations
2139,repeating event meeting on mondays,calendar_set
10570,please turn socket off,iot_wemo_off
10776,play next reason podcast,play_podcasts
4848,get me a coffee,iot_coffee
2354,recipes that can be cooked in an hour,cooking_recipe
5698,make the wemo plug socket turned on,iot_wemo_on
697,let's play,play_game
7154,jazz could be choice for me,play_music
9749,whats the traffic like near ypsilanti,transport_traffic
11050,can you book a train ticket to berkeley for me,transport_ticket
9227,how much longer until my pizza will be here,takeaway_query
8684,please submit status to facebook,social_post
3229,yeap great response.,general_affirm
8484,what train companies are near me,recommendation_locations
3032,call vikki,email_querycontact
2681,save that email as a new contact,email_addcontact
2439,change my clock to central time zone from my current zone,datetime_convert
3389,olly will you shut down please.,general_commandstop
989,show me the train schedules to the metropolitan opera house,transport_query
7233,move to the next episode of hipsterhood,play_podcasts
8354,tell me all events for today in my city,recommendation_events
3079,send email to mom asking about the weather,email_sendemail
3000,find jhonny's address,email_querycontact
3041,reply to heather's latest email by answering no,email_sendemail
10634,delete the list item about the meeting,lists_remove
6309,please add note to this file good tune,music_likeness
3611,check what just said please.,general_confirm
11024,how to go to multi specialty hospital,transport_query
9771,tell me current situation of traffic near central park road,transport_traffic
4265,thanks for asssistance.,general_praise
10273,send an email to my family wishing them a happy holiday,email_sendemail
3327,you have done it perfectly.,general_affirm
10466,start irobot,iot_cleaning
10014,its cold outside,weather_query
3407,could you please shut down.,general_commandstop
8794,complaint to dept for food quality,social_post
116,in my calendar delete all of my golf events for the current month,calendar_remove
7538,exchange euro to dollar,qa_currency
10054,disable the alarm at ten am,alarm_remove
2180,please set a monthly reminder for paying rent,calendar_set
10884,what's the stock price of this,qa_stock
10888,events in me area,recommendation_events
6962,would you like to play a game with me,play_game
2941,what is the home phone number of mark,email_querycontact
766,play music radio for me,play_radio
10515,turn the living room lights to one percent,iot_hue_lightchange
6318,what's the song title,music_query
5285,turn the room light off,iot_hue_lightoff
9700,i need to book a train ticket to la,transport_ticket
532,raise all the lights on,iot_hue_lightup
384,"appreciate your answers, olly.",general_praise
9536,book an uber to los angeles cinemas in one hour,transport_taxi
1691,hey turn the volume high,audio_volume_up
6902,play a game of chess with me,play_game
6190,please note i like jazz and hate disco,music_likeness
2889,who is the most frequently called person in my phone book,email_querycontact
2090,erase my appointment on the twelfth from my calendar,calendar_remove
5772,add a new list,lists_createoradd
10209,what does the clock say,datetime_query
5313,turn off all the lights in the living room and den,iot_hue_lightoff
1095,please tell me my alarms,alarm_query
10666,who sings the song about a long black train,music_query
3607,did you get the instruction correctly?,general_confirm
6924,load up ghost recon wildlands,play_game
522,it's dark in the living room,iot_hue_lighton
10824,could you explain the meaning of exorbitant for me please,qa_definition
11078,is there any traffic on my way to work,transport_traffic
78,please increase the volume of the music hips don't lie,audio_volume_up
10325,check and confirm the instruction.,general_confirm
10608,please provide the contents of the list,lists_query
2023,clear all events from march seven,calendar_remove
9018,can i order takeaway from spanish place,takeaway_order
7610,how many pesos to an american dollar,qa_currency
9514,can you book me a taxi,transport_taxi
6843,look for this playback in audiobook and play for me,play_audiobook
9199,tell me the soup of the day at panera bread restaurant,takeaway_query
722,play true love next,play_music
3332,yeap perfect.,general_affirm
4642,stop and start over.,general_repeat
9964,what is the forecast for the week,weather_query
5745,add mop to hardware store list,lists_createoradd
7875,where is russia located,qa_factoid
519,turn the left light off,iot_hue_lightoff
8748,tweet at koc your waiting time sucks,social_post
10168,set a meeting with tom tomorrow at seven pm,calendar_set
7397,open radio,play_radio
7817,is brad pitt married,qa_factoid
6356,tell me starting phrase of this music,music_query
4443,is country better today or ten years ago,general_quirky
6703,resume the reading of the french lesson,play_audiobook
565,add cereal to my shopping list,lists_createoradd
1308,remove alarm if any,alarm_remove
4014,tell me a clean joke,general_joke
6221,save this music to my favorites,music_likeness
8425,are there any veg restaurants in phoenix,recommendation_locations
3036,send email to cat that i will accept job offer,email_sendemail
4187,"nope, you did a task in wrong manner.",general_negate
145,learn to cut potatoes correctly,cooking_recipe
9268,direct me towards nearest railway station,transport_query
10600,include meeting in the list,lists_createoradd
8939,what's happening in my social media,social_query
10917,what chinese restaurants are in my area,recommendation_locations
4345,"i appreciate it, it is great one, olly.",general_praise
4249,thank you so much for the information.,general_praise
10689,what is new news for today,news_query
9796,how congested is the traffic on my way to work,transport_traffic
1524,lower the volume ten percent,audio_volume_down
976,do they deliver home,takeaway_query
3205,correct response to the command.,general_affirm
2689,add dale@gmail dot com to my contacts,email_addcontact
2061,please cancel my next hair cut,calendar_remove
225,select the contact,email_querycontact
6001,what is on my to do list,lists_query
2377,how to cook this food,cooking_recipe
9698,i want to buy a train ticket tomorrow for boston to new york,transport_ticket
8066,calculate two plus 29,qa_maths
9414,can you look up train ticket prices for me,transport_query
1538,turn the volume down,audio_volume_down
7088,play foke,play_music
8717,tweet complaint to amazon products,social_post
8095,how much is starbuck's stock these days,qa_stock
10711,resume harry potter book four,play_audiobook
9087,i'm in the mood to order takeaway,takeaway_order
8673,open hershey twitter,social_post
9292,show trains and time to ny,transport_query
2487,switch to los angeles time,datetime_convert
2094,delete all of my appointments with dr smith this week,calendar_remove
9781,what is the traffic like today,transport_traffic
2245,schedule my meeting with my girlfriend lisa in the night today at nine pm,calendar_set
4020,a joke please,general_joke
2614,how me the time now in boston,datetime_query
5539,increase the brightness in this room,iot_hue_lightup
1482,turn on my alarm,alarm_set
3650,please can you confirm details.,general_confirm
553,create a list of monthly groceries to be bought,lists_createoradd
1265,get rid of my current alarms,alarm_remove
6099,delete the last list,lists_remove
10575,please turn off wemo socket,iot_wemo_off
3178,please send mom an email saying that i can make it next week,email_sendemail
2175,alert me at the time of the event,calendar_set
5390,turn off my bedside lamp please,iot_hue_lightoff
2405,what does rice wine go with,cooking_recipe
3727,"any one, olly.",general_dontcare
2082,check the events on calendar and delete the next event,calendar_remove
8338,any festivals in town at this time or in the coming week,recommendation_events
2370,show me a video on cooking fried chicken,cooking_recipe
180,hey what's the current time in austin,datetime_query
5798,add the item to a list,lists_createoradd
8323,whats happening in ny,recommendation_events
10641,i love that song,music_likeness
8460,what's the most popular curry place in town,recommendation_locations
7995,calculate two multiplied by two,qa_maths
7176,jump to the next podcast,play_podcasts
2875,has mike sent me an email,email_query
2102,please delete this event,calendar_remove
6877,please play football with me,play_game
2103,delete all events in calendar,calendar_remove
5243,please dim the lights,iot_hue_lightdim
1982,cancel business meeting on wednesday,calendar_remove
10263,write email to family member and read it back,email_sendemail
2438,can you change my time zone to central,datetime_convert
5523,more lights please,iot_hue_lightup
1467,i need a reminder alarm at one,alarm_set
5937,what do i need to pick up at the grocery store,lists_query
10105,the music volume should increase to ninety,audio_volume_up
7387,i want to listen to one oh one point one the whiz,play_radio
115,remove emma's birthday from events,calendar_remove
10167,remind me to move so there is no weight gain,calendar_set
4025,tell me a joke about dogs,general_joke
10935,what is a movie like star wars,recommendation_movies
3059,reply an email to jason that i will not come tonight,email_sendemail
7582,what is the yen us dollar exchange rate,qa_currency
3098,can you send an email for me to a new email address,email_sendemail
5355,switch off the light,iot_hue_lightoff
3549,check and confirm the details please.,general_confirm
11062,book a ticket for the ethan allen express to vermont,transport_ticket
5513,brighten lights in living room,iot_hue_lightup
312,"don't really bother, olly.",general_dontcare
2456,if it is twelve hours ahead of eastern standard centaur time what's the time in the philippines now,datetime_convert
6745,play me a random audio book that has to do with love,play_audiobook
3440,could you shut down.,general_commandstop
4606,tell me what i said one more time again please.,general_repeat
7132,play be warned by tech n9ne,play_music
6734,resume the last played audiobook,play_audiobook
8059,what's the answer to one plus one,qa_maths
